Iteration	Posterior	Likelihood	Prior	clock_host	phy_scale[1]	phy_scale[2]	switch_rate_0_to_2	switch_rate_2_to_0	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]
5250	-1377.921	-1376.731	-1.190161	0.0270489	3.22226	3.22226	0.02334904	0.976651	1e-06	0.023349	1e-06	1e-06	0.976651	1e-06	0.023349	0.976651
5300	-1533.137	-1532.323	-0.8140267	0.0233439	2.88317	2.88317	0.03772227	0.9622777	1e-06	0.0377223	1e-06	1e-06	0.962278	1e-06	0.0377223	0.962278
5350	-1185.512	-1185.183	-0.3284236	0.02513955	2.37961	2.37961	0.02549538	0.9745046	1e-06	0.0254954	1e-06	1e-06	0.974505	1e-06	0.0254954	0.974505
5400	-1305.963	-1305.509	-0.4538283	0.02270665	2.52935	2.52935	0.02548095	0.974519	1e-06	0.025481	1e-06	1e-06	0.974519	1e-06	0.025481	0.974519
5450	-1237.706	-1238.479	0.7728919	0.01945792	1.33511	1.33511	0.03316273	0.9668373	1e-06	0.0331627	1e-06	1e-06	0.966837	1e-06	0.0331627	0.966837
5500	-1385.382	-1384.436	-0.9466544	0.02286466	3.02059	3.02059	0.02501224	0.9749878	1e-06	0.0250122	1e-06	1e-06	0.974988	1e-06	0.0250122	0.974988
5550	-1420.874	-1420.762	-0.1112146	0.02620821	2.15172	2.15172	0.02592591	0.9740741	1e-06	0.0259259	1e-06	1e-06	0.974074	1e-06	0.0259259	0.974074
5600	-1324.03	-1324.828	0.7985264	0.02376509	1.26641	1.26641	0.0258204	0.9741796	1e-06	0.0258204	1e-06	1e-06	0.97418	1e-06	0.0258204	0.97418
5650	-1360.545	-1361.871	1.325729	0.02616366	0.71522	0.71522	0.02413913	0.9758609	1e-06	0.0241391	1e-06	1e-06	0.975861	1e-06	0.0241391	0.975861
5700	-1363.66	-1362.835	-0.8244392	0.02572167	2.86981	2.86981	0.0236714	0.9763286	1e-06	0.0236714	1e-06	1e-06	0.976329	1e-06	0.0236714	0.976329
5750	-1393.943	-1394.936	0.9921863	0.02787155	1.03168	1.03168	0.02072629	0.9792737	1e-06	0.0207263	1e-06	1e-06	0.979274	1e-06	0.0207263	0.979274
5800	-1336.245	-1334.793	-1.452482	0.02848233	3.47024	3.47024	0.02009435	0.9799057	1e-06	0.0200943	1e-06	1e-06	0.979906	1e-06	0.0200943	0.979906
5850	-1354.738	-1353.504	-1.234034	0.02313849	3.30523	3.30523	0.02643535	0.9735647	1e-06	0.0264353	1e-06	1e-06	0.973565	1e-06	0.0264353	0.973565
5900	-1384.68	-1382.825	-1.854684	0.02300901	3.92718	3.92718	0.03052175	0.9694782	1e-06	0.0305218	1e-06	1e-06	0.969478	1e-06	0.0305218	0.969478
5950	-1448.469	-1448.673	0.2046183	0.02990482	1.79892	1.79892	0.02708521	0.9729148	1e-06	0.0270852	1e-06	1e-06	0.972915	1e-06	0.0270852	0.972915
6000	-1464.171	-1463.544	-0.6271705	0.02610818	2.66867	2.66867	0.03180665	0.9681934	1e-06	0.0318066	1e-06	1e-06	0.968193	1e-06	0.0318066	0.968193
6050	-1232.082	-1232.182	0.100713	0.01970248	2.00485	2.00485	0.02794481	0.9720552	1e-06	0.0279448	1e-06	1e-06	0.972055	1e-06	0.0279448	0.972055
6100	-1349.383	-1348.775	-0.6078598	0.02309895	2.67946	2.67946	0.0316976	0.9683024	1e-06	0.0316976	1e-06	1e-06	0.968302	1e-06	0.0316976	0.968302
6150	-1229.474	-1229.738	0.2633743	0.02208029	1.81841	1.81841	0.03550868	0.9644913	1e-06	0.0355087	1e-06	1e-06	0.964491	1e-06	0.0355087	0.964491
6200	-1256.678	-1258.297	1.619424	0.02068582	0.476302	0.476302	0.03359044	0.9664096	1e-06	0.0335904	1e-06	1e-06	0.96641	1e-06	0.0335904	0.96641
6250	-1265.235	-1267.091	1.855249	0.02263535	0.220982	0.220982	0.02648704	0.973513	1e-06	0.026487	1e-06	1e-06	0.973513	1e-06	0.026487	0.973513
6300	-1200.62	-1201.799	1.178719	0.02272078	0.896659	0.896659	0.02754397	0.972456	1e-06	0.027544	1e-06	1e-06	0.972456	1e-06	0.027544	0.972456
6350	-1291.993	-1290.629	-1.363875	0.02278297	3.43863	3.43863	0.02997194	0.9700281	1e-06	0.0299719	1e-06	1e-06	0.970028	1e-06	0.0299719	0.970028
6400	-1210.969	-1210.601	-0.3678799	0.02044023	2.46606	2.46606	0.02931874	0.9706813	1e-06	0.0293187	1e-06	1e-06	0.970681	1e-06	0.0293187	0.970681
6450	-1301.791	-1300.893	-0.8979354	0.02302975	2.97022	2.97022	0.03380658	0.9661934	1e-06	0.0338066	1e-06	1e-06	0.966193	1e-06	0.0338066	0.966193
6500	-1269.123	-1267.54	-1.582489	0.02167275	3.66835	3.66835	0.02593364	0.9740664	1e-06	0.0259336	1e-06	1e-06	0.974066	1e-06	0.0259336	0.974066
6550	-1444.826	-1445.015	0.1896244	0.02907335	1.82223	1.82223	0.02764572	0.9723543	1e-06	0.0276457	1e-06	1e-06	0.972354	1e-06	0.0276457	0.972354
6600	-1342.268	-1344.067	1.799377	0.02192074	0.284	0.284	0.03569466	0.9643053	1e-06	0.0356947	1e-06	1e-06	0.964305	1e-06	0.0356947	0.964305
6650	-1171.938	-1171.806	-0.1325146	0.02111243	2.22398	2.22398	0.03033664	0.9696634	1e-06	0.0303366	1e-06	1e-06	0.969663	1e-06	0.0303366	0.969663
6700	-1339.597	-1338.738	-0.8589255	0.02242499	2.93726	2.93726	0.02949857	0.9705014	1e-06	0.0294986	1e-06	1e-06	0.970501	1e-06	0.0294986	0.970501
6750	-1377.194	-1376.786	-0.4079979	0.02289854	2.4816	2.4816	0.03598699	0.964013	1e-06	0.035987	1e-06	1e-06	0.964013	1e-06	0.035987	0.964013
6800	-1293.807	-1294.85	1.043453	0.0226282	1.03285	1.03285	0.02805383	0.9719462	1e-06	0.0280538	1e-06	1e-06	0.971946	1e-06	0.0280538	0.971946
6850	-1214.427	-1213.995	-0.4322575	0.01799102	2.55493	2.55493	0.03654923	0.9634508	1e-06	0.0365492	1e-06	1e-06	0.963451	1e-06	0.0365492	0.963451
6900	-1395.037	-1394.111	-0.9267359	0.02589647	2.97036	2.97036	0.02945506	0.9705449	1e-06	0.0294551	1e-06	1e-06	0.970545	1e-06	0.0294551	0.970545
6950	-1312.789	-1313.194	0.4052154	0.02611065	1.63626	1.63626	0.02732361	0.9726764	1e-06	0.0273236	1e-06	1e-06	0.972676	1e-06	0.0273236	0.972676
7000	-1248.388	-1248.513	0.1248262	0.02265959	1.95116	1.95116	0.03429064	0.9657094	1e-06	0.0342906	1e-06	1e-06	0.965709	1e-06	0.0342906	0.965709
7050	-1315.829	-1316.109	0.2795792	0.02337468	1.78926	1.78926	0.02984357	0.9701564	1e-06	0.0298436	1e-06	1e-06	0.970156	1e-06	0.0298436	0.970156
7100	-1245.513	-1244.293	-1.220116	0.0221084	3.30162	3.30162	0.02635667	0.9736433	1e-06	0.0263567	1e-06	1e-06	0.973643	1e-06	0.0263567	0.973643
7150	-1173.404	-1173.68	0.275825	0.02205586	1.8062	1.8062	0.0248745	0.9751255	1e-06	0.0248745	1e-06	1e-06	0.975125	1e-06	0.0248745	0.975125
7200	-1242.671	-1242.015	-0.6553198	0.023725	2.72065	2.72065	0.03477751	0.9652225	1e-06	0.0347775	1e-06	1e-06	0.965222	1e-06	0.0347775	0.965222
7250	-1297.019	-1295.456	-1.563313	0.02228405	3.64306	3.64306	0.03144564	0.9685544	1e-06	0.0314456	1e-06	1e-06	0.968554	1e-06	0.0314456	0.968554
7300	-1383.05	-1381.785	-1.265122	0.02215488	3.34616	3.34616	0.03185525	0.9681447	1e-06	0.0318553	1e-06	1e-06	0.968145	1e-06	0.0318553	0.968145
7350	-1235.964	-1235.505	-0.4592806	0.01708025	2.59106	2.59106	0.043469	0.956531	1e-06	0.043469	1e-06	1e-06	0.956531	1e-06	0.043469	0.956531
7400	-1485.101	-1485.53	0.4295007	0.02469671	1.62612	1.62612	0.03244867	0.9675513	1e-06	0.0324487	1e-06	1e-06	0.967551	1e-06	0.0324487	0.967551
